Date,AndhraPradesh,Telangana,Karnataka,Kerala,TamilNadu
14-12-2022,192.5,172.8,159.5,71.5,278.5
15-12-2022,198.8,179.3,165.4,71.5,282.8
16-12-2022,203.8,185,166.8,71,293.3
17-12-2022,205.3,192.5,173.5,72.5,285.4
18-12-2022,200.8,176.2,176.5,66.7,268.9
19-12-2022,173.9,206.4,170.8,73.9,294.3
20-12-2022,178.3,208.2,208.5,76.3,302.4
21-12-2022,181.5,211,212,78.3,310
22-12-2022,183,213.7,218.3,77.1,314.1
23-12-2022,182.6,217.3,222.6,75.8,301.7
24-12-2022,184.2,217.8,216.3,74.2,319.3
25-12-2022,175.9,214.3,196.8,67.1,268.3
26-12-2022,179.2,220.8,203.9,76.3,276.3
27-12-2022,187,225.6,209.8,78.9,286.4
28-12-2022,192.6,230.8,219.6,80.1,292.5
29-12-2022,198.4,231.7,223.2,80.5,303.3
30-12-2022,200.4,235,228.9,79.2,303.5
31-12-2022,199.7,232.1,227.7,76.6,301.6
